order_no,order_date,cust_no
4835,2025-01-08,862
4836,2024-02-22,934
4837,2024-09-28,115
4838,2023-01-11,88
4839,2025-07-25,25
4840,2023-02-24,978
4841,2023-03-02,322
4842,2025-06-09,21
4843,2024-11-02,458
4844,2023-01-15,325
4845,2023-04-14,215
4846,2023-05-19,898
4847,2023-10-31,876
4848,2025-09-09,859
4849,2023-04-09,912
4850,2023-12-28,340
4851,2025-08-21,356
4852,2025-10-11,663
4853,2023-08-31,466
4854,2023-07-30,268
4855,2025-03-27,173
4856,2023-09-12,451
4857,2025-01-16,976
4858,2025-03-25,115
4859,2024-08-31,967
4860,2025-03-21,391
4861,2024-12-31,488
4862,2025-04-27,229
4863,2024-06-11,963
4864,2023-01-27,27
4865,2024-05-13,993
4866,2024-07-23,719
4867,2023-10-24,510
4868,2024-09-19,822
4869,2023-01-18,146
4870,2023-09-07,866
4871,2025-03-07,907
4872,2025-09-02,890
4873,2025-09-17,189
4874,2025-11-16,827
4875,2023-11-06,514
4876,2024-06-29,656
4877,2023-03-30,703
4878,2024-03-19,93
4879,2024-01-04,120
4880,2023-12-18,867
4881,2025-08-19,362
4882,2025-01-01,495
4883,2023-05-11,951
4884,2024-11-30,964
4885,2024-01-22,973
4886,2024-04-03,602
4887,2024-02-03,935
4888,2023-11-12,220
4889,2023-11-02,207
4890,2025-02-20,883
4891,2024-02-10,726
4892,2024-01-27,975
4893,2024-01-31,978
4894,2024-10-20,866
4895,2025-06-08,184
4896,2025-06-17,147
4897,2024-09-15,214
4898,2025-12-01,791
4899,2025-12-01,952
4900,2024-06-25,898
4901,2024-03-02,138
4902,2023-05-24,719
4903,2024-05-13,301
4904,2024-08-05,496
4905,2025-08-25,72
4906,2025-05-24,136
4907,2023-04-11,394
4908,2024-06-25,667
4909,2024-11-11,759
4910,2024-07-12,74
4911,2025-06-27,449
4912,2023-08-03,79
4913,2023-12-24,322
4914,2023-01-08,439
4915,2025-10-03,186
4916,2023-07-23,723
4917,2024-10-16,418
4918,2025-01-13,510
4919,2025-12-09,85
4920,2024-08-04,775
4921,2024-07-29,784
4922,2024-10-28,666
4923,2024-01-22,510
4924,2024-10-16,125
4925,2023-07-02,41
4926,2024-10-19,548
4927,2025-01-04,19
4928,2024-06-26,373
4929,2024-04-06,270
4930,2023-11-24,913
4931,2024-09-29,892
4932,2024-09-04,851
4933,2025-04-06,821
4934,2025-01-24,764
4935,2023-04-06,734
4936,2025-03-10,891
4937,2023-02-09,438
4938,2023-08-08,209
4939,2023-07-15,997
4940,2024-01-28,168
4941,2025-07-29,478
4942,2024-11-18,172
4943,2023-04-21,827
4944,2024-03-16,168
4945,2025-11-25,719
4946,2025-12-29,412
4947,2025-11-06,963
4948,2023-10-17,553
4949,2023-12-05,281
4950,2025-07-22,839
4951,2023-11-06,305
4952,2024-09-27,522
4953,2025-11-19,95
4954,2025-03-11,113
4955,2023-02-26,815
4956,2025-12-09,398
4957,2023-07-02,784
4958,2024-05-25,289
4959,2024-04-19,464
4960,2024-12-24,684
4961,2025-12-13,567
4962,2023-07-31,600
4963,2025-09-20,823
4964,2023-05-12,289
4965,2025-04-29,808
4966,2023-10-20,196
4967,2024-02-20,523
4968,2023-01-25,273
4969,2023-08-03,248
4970,2025-02-08,819
4971,2025-03-11,268
4972,2023-11-09,744
4973,2024-03-03,964
4974,2025-11-24,221
4975,2023-11-05,767
4976,2023-01-18,529
4977,2023-12-20,796
4978,2023-06-19,341
4979,2024-12-23,48
4980,2024-11-30,821
4981,2025-12-09,233
4982,2023-06-07,742
4983,2024-09-02,646
4984,2024-07-18,358
4985,2025-08-21,626
4986,2025-08-23,312
4987,2024-06-23,148
4988,2025-02-09,31
4989,2023-04-16,95
4990,2024-03-27,36
4991,2023-08-10,411
4992,2023-09-26,476
4993,2024-10-08,544
4994,2023-04-20,82
4995,2024-10-29,311
4996,2025-11-26,919
4997,2024-08-01,202
4998,2025-12-07,951
4999,2025-02-08,812
5000,2025-05-05,133
